Date,Open,High,Low,Close,Volume,MA20,MA60,RSI
2026-06-01 04:00:00,1594.47,1646.53,1585.61,1628.57,1058867.239638,,,
2026-06-02 04:00:00,1659.69,1708.32,1647.59,1705.37,1484001.329398,,,
2026-06-03 04:00:00,1709.305,1743.27,1690.0,1726.36,1826858.66457,,,
2026-06-04 04:00:00,1679.8,1779.285,1672.43,1757.47,2248204.415441,,,
2026-06-05 04:00:00,1685.36,1705.4791,1638.38,1641.74,2744563.779419,,,
2026-06-08 04:00:00,1732.79,1769.49,1719.02,1749.04,2062087.531304,,,
2026-06-09 04:00:00,1776.62,1831.11,1676.281,1777.77,3151378.592448,,,
2026-06-10 04:00:00,1746.46,1812.0,1723.21,1734.19,2586351.947681,,,
2026-06-11 04:00:00,1780.0,1903.5,1775.1,1899.48,2965648.425492,,,
2026-06-12 04:00:00,1847.615,1892.8,1839.0,1863.55,2531327.893858,,,
2026-06-15 04:00:00,1894.54,1913.6999,1865.0,1892.66,2339110.333979,,,
2026-06-16 04:00:00,1872.01,1881.16,1802.61,1803.89,1797560.137808,,,
2026-06-17 04:00:00,1897.2,1938.4899,1865.32,1867.83,2322928.387202,,,
2026-06-18 04:00:00,1924.18,1942.87,1909.53,1929.68,2406148.721894,,,
2026-06-22 04:00:00,1953.515,1959.04,1886.44,1929.25,1793261.892045,,,67.2892037352224
2026-06-23 04:00:00,1777.7,1812.95,1755.97,1778.46,2415719.088979,,,53.87313867839543
2026-06-24 04:00:00,1750.415,1779.6499,1730.29,1762.77,2028155.035201,,,51.940314415134566
2026-06-25 04:00:00,1855.5,1855.91,1777.0401,1841.18,2199736.90875,,,54.24686723149511
2026-06-26 04:00:00,1781.655,1808.9999,1767.64,1794.62,2839951.476087,,,58.341517710993244
2026-06-29 04:00:00,1798.95,1886.12,1772.52,1883.11,1760518.626377,1798.3494999999998,,57.46849827868577
