Date,Open,High,Low,Close,Volume,MA20,MA60,RSI
2026-06-01 04:00:00,424.88,449.39,422.5,435.63,18040410.316742,,,
2026-06-02 04:00:00,440.58,448.38,436.01,446.69,10147918.296987,,,
2026-06-03 04:00:00,449.99,450.1636,434.525,436.69,10245239.31216,,,
2026-06-04 04:00:00,430.6334,448.01,427.3,444.92,10974148.158626,,,
2026-06-05 04:00:00,429.77,433.9,412.79,415.17,19644166.049824,,,
2026-06-08 04:00:00,423.77,433.81,422.53,426.8,11245405.888364,,,
2026-06-09 04:00:00,430.88,438.1603,405.51,427.92,21199495.829344,,,
2026-06-10 04:00:00,413.955,426.32,407.7,408.75,13139680.59656,,,
2026-06-11 04:00:00,413.255,422.25,408.86,421.07,13826458.3299,,,
2026-06-12 04:00:00,420.05,426.94,417.21,423.93,10362465.943284,,,
2026-06-15 04:00:00,438.68,442.58,431.9286,441.4,11184889.197264,,,
2026-06-16 04:00:00,436.02,440.33,425.2,425.83,10943492.116262,,,
2026-06-17 04:00:00,434.75,442.5,431.64,432.15,10934060.155743,,,
2026-06-18 04:00:00,438.88,465.22,438.39,462.12,25817106.042734,,,
2026-06-22 04:00:00,476.09,476.79,465.17,467.67,13686194.174285,,,58.849850845210476
2026-06-23 04:00:00,439.18,447.3333,434.19,436.39,20364468.904839,,,47.44086662691314
2026-06-24 04:00:00,433.975,443.86,432.575,440.83,9991168.204926,,,51.05784955028618
2026-06-25 04:00:00,452.9,452.9,432.44,434.99,14812545.822028,,,47.43132081328574
2026-06-26 04:00:00,425.0,436.13,419.19,432.35,17974057.504213,,,55.16909375376098
2026-06-29 04:00:00,437.0,456.1,431.09,455.1,14881386.058404,435.82,,57.980823463056964
